Short Label Question,Attributes,Audience %,Data point %,Universe,Index,Responses
Purchase Sources of Information,None of these,1.6,0.2,106388,39.3,2
Most Important Purchase Sources of Information,Brochures,0.0,0.0,0,0.0,0
Most Important Purchase Sources of Information,Consumer review sites,3.1,0.2,211354,45.0,5
Most Important Purchase Sources of Information,In-person conversations with friends / family,13.6,0.4,924143,101.3,22
Most Important Purchase Sources of Information,Online forums / message boards,4.3,0.5,294485,128.6,4
Most Important Purchase Sources of Information,Price comparison websites,3.9,0.4,269202,92.8,5
Most Important Purchase Sources of Information,Search engines,21.9,0.8,1489792,184.9,35
Most Important Purchase Sources of Information,Social media,1.8,0.1,124309,21.3,3
Most Important Purchase Sources of Information,Tourist board websites,5.1,0.7,348133,161.1,5
Most Important Purchase Sources of Information,Travel agents,8.2,1.1,556477,263.8,11
Most Important Purchase Sources of Information,Travel blogs,3.2,0.4,216951,87.2,5
Most Important Purchase Sources of Information,"Travel booking sites / apps (e.g. Expedia, Booking.com, Airbnb, Trip.com, Qunar, fliggy.com)",15.2,0.4,1032797,90.7,24
Most Important Purchase Sources of Information,Travel books,1.1,0.2,76953,48.4,2
Most Important Purchase Sources of Information,"Travel provider sites / apps (e.g. directly at the airline, hotel)",15.4,0.9,1047909,222.5,23
Travel Service Influences,"Ability to book all options together (e.g. flight, hotel etc.)",30.8,0.5,2102249,131.0,48
Travel Service Influences,Ability to earn or use reward / loyalty points,31.4,0.8,2141648,201.9,48
Travel Service Influences,Competitive price,57.0,0.8,3885713,195.7,86
Travel Service Influences,Discounts for buying more than one thing,11.3,0.3,773100,68.4,17
Travel Service Influences,Easy-to-use service,46.6,0.7,3173579,160.4,71
Travel Service Influences,Flexible booking policies,36.0,0.6,2453442,148.8,57
Travel Service Influences,Free cancellation,45.8,0.7,3122915,177.7,65
Travel Service Influences,Good customer service,54.2,0.7,3692321,175.7,80
Travel Service Influences,Good source for local information,23.3,0.4,1590692,105.4,39
Travel Service Influences,Special offers / deals,33.7,0.5,2299816,127.8,53
Travel Service Influences,Travel brand I trust / have used before,43.6,0.7,2971419,176.8,66
Travel Service Influences,Value-for-money,51.9,0.6,3539290,136.5,74
Travel Service Influences,Wide selection of options available,40.3,0.9,2748958,205.2,62
Travel Service Influences,Other,0.0,0.0,0,0.0,0
Travel Service Preferences,I compare deals / prices between different booking sites,40.8,0.5,2782192,123.1,62
Travel Service Preferences,I compare deals / prices with hotel sites / apps directly,47.1,0.6,3213269,143.3,71
Travel Service Preferences,I make decisions of what to book based on reviews,36.6,0.6,2496206,133.0,53
Travel Service Preferences,I often look at special offers and promotions when browsing,44.9,0.6,3061073,148.7,70
Travel Service Preferences,I prefer using a travel booking app rather than a website,14.9,0.3,1017429,63.4,22
Travel Service Preferences,I use the map to help decide what I will book,32.2,0.6,2193463,147.1,48
Travel Service Preferences,I want them to provide inspiration and new ideas,23.6,0.4,1609564,106.9,34
Travel Service Preferences,None of these,10.6,0.8,724514,189.9,14
Purchase Journey on Websites / Apps,Research Vacations - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),90.2,0.5,6148411,114.4,132
Purchase Journey on Websites / Apps,Book accommodation - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),90.2,0.5,6148411,114.4,132
Purchase Journey on Websites / Apps,Book transport - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),90.2,0.5,6148411,114.4,132
Travel Loyalty Programs,Airline brand loyalty program,0.0,0.0,0,0.0,0
Travel Loyalty Programs,Cruise loyalty program,0.0,0.0,0,0.0,0
Travel Loyalty Programs,Hotel brand loyalty program,0.0,0.0,0,0.0,0
Travel Loyalty Programs,"Online travel booking service loyalty program (e.g. Booking.com, Expedia, Fliggy)",0.0,0.0,0,0.0,0
Travel Loyalty Programs,Rental car loyalty program,0.0,0.0,0,0.0,0
Travel Loyalty Programs,Other,0.0,0.0,0,0.0,0
Travel Loyalty Programs,None of these,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Ability to convert points / miles into other loyalty programs,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,"Access to exclusive events or experiences e.g. shopping, sport, dining experiences etc.",0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Dedicated concierge service e.g. 24/7 assistance with booking and reservations,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Dedicated customer service,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Exclusive discounts and deals,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Lounge access ,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,"Other status benefits e.g. late check-out, free wi-fi",0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Personalised recommendations or experiences,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,"Priority services e.g. check-in, boarding or security screening",0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Redeeming points / miles for cruises,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Redeeming points / miles for flights ,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Redeeming points / miles for hotel stays ,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Redeeming points / miles for rental cars ,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Travel insurance,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,"Travel upgrades e.g. flights, accommodation etc.",0.0,0.0,0,0.0,0
Travel Loyalty Benefits,Other,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,None of these,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Agoda PointsMAX,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Booking.com Genius,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Cleartrip Rewards (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Ebookers Bonus+ (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,eDreams Prime (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,eLong Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Expedia Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Fliggy Membership (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Goibibo GoCash (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,HolidayCheck Premium (France and Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Hopper Carrot Cash (Canada and USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Hotels.com Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Journify (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,KAYAK Explorer Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Klook Credits (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,lastminute.com Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Lvmama Membership Program (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"One Key (Expedia, Hotels.com, Vrbo) (UK and USA Only) (USA Only in Q1 2024)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Opodo Prime (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Orbitz Rewards (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Priceline VIP (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Rakuten Travel Membership (Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Rewards by Viator (Australia, UK and USA Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Travelocity Member Discounts (Canada and USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Traveloka Priority (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trip.com Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,TripPlus,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trivago,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"TUI Rewards (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Tuniu Traveler Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Yatra Prime (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Other,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Accor Live Limitless (ALL),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Best Western Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,WorldHotels Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Choice Privileges,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Hilton Honors,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,World of Hyatt,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,IHG One Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Jumeirah One,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Marriott Bonvoy,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Melia Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,OYO Wizard,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Radisson Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Rotana Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Wyndham Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Other,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Aer Lingus (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"AirAsia (India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air Canada (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air China (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air France,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air India (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air New Zealand (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Alaska Airlines (Canada and USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,All Nippon Airways (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,American Airlines,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Asiana Airlines (Singapore and USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Austrian Airlines (France Germany and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Bearskin Airlines (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,British Airways,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Brussels Airlines (Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Canadian North (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Cathay Pacific (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Cebu Pacific (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Eastern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Express Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Southern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Condor (Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Delta,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Emirates,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Etihad (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Eurowings (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"EVA Air (Japan, Singapore and USA Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Finnair (Japan, Singapore and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Garuda Indonesia (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hainan Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hawaiian Airlines (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hong Kong Airlines (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Iberia (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,IndiGo (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,ITA (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Japan Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,JetBlue (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Jetstar (China, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,KLM,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Korean Air (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,LATAM (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,LOT (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Lufthansa,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Malaysia Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Norwegian Airlines (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Peach (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Philippine Airlines (Australia and Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qantas (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qatar (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Royal Air Maroc (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Saudia (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Scandinavian Airlines (Germany, Japan, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Scoot (China, India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Singapore Airlines,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Southwest Airlines (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Spicejet (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,SWISS (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"TAP Portugal (France, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Thai Airways (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Transavia (France Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Turkish Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,United Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Vietnam Airlines (Australia, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Virgin (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Vistara (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Volotea (France and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Vueling (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,WestJet (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,XiamenAir (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Other,0.0,0.0,0,0.0,0
Travel Services Used,Agoda,3.1,0.1,213344,30.0,5
Travel Services Used,Airbnb,31.6,0.7,2151535,177.1,44
Travel Services Used,Airfordable (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,Booking.com,32.8,0.6,2235075,148.3,47
Travel Services Used,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Couchsurfing.com (Select Markets Only),1.3,0.2,90540,40.1,2
Travel Services Used,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,"Edreams (France, Spain, UK and USA Only)",2.6,1.4,178458,338.4,4
Travel Services Used,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Expedia,49.5,1.2,3375990,288.1,75
Travel Services Used,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Google Travel (Australia and USA Only),20.2,5.0,1375871,1209.9,30
Travel Services Used,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,HomeExchange,0.7,0.1,45270,17.5,1
Travel Services Used,Hopper (Canada and USA Only),5.5,2.3,377204,554.1,8
Travel Services Used,Hotels.com,41.0,1.2,2792082,277.0,56
Travel Services Used, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",19.3,4.2,1313692,1013.7,28
Travel Services Used,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Japanican (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,KAYAK,26.1,1.6,1778788,387.6,36
Travel Services Used,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Kuoni (USA Only),0.7,2.2,45270,539.7,1
Travel Services Used,Lastminute.com,1.7,0.1,112766,33.0,3
Travel Services Used,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used,MaFengWo (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Nomadness (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,"Onefinestay (France, UK and USA Only)",2.0,4.8,133188,1160.9,3
Travel Services Used,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Orbitz (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,Priceline,29.3,1.7,1994442,419.0,44
Travel Services Used,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Skyscanner,6.2,0.4,425379,88.1,10
Travel Services Used,Stayz (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Noire (USA Only),2.6,6.5,178458,1559.0,4
Travel Services Used,Travelocity (Canada and USA Only),36.6,5.8,2491647,1390.4,55
Travel Services Used,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,TripAdvisor,41.0,0.9,2794426,224.5,63
Travel Services Used,Trip.com,15.3,0.7,1046141,160.7,22
Travel Services Used,Trivago,46.3,0.9,3155188,206.6,68
Travel Services Used,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Viator (Australia, UK and USA Only)",0.0,0.0,0,0.0,0
Travel Services Used,Vrbo,18.3,1.6,1246954,389.0,27
Travel Services Used,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Wotif (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Innclusive (UK Only) (to Q3 2022),0.0,0.0,0,0.0,0
Travel Services Used,None of these,14.0,0.7,957456,172.9,23
Travel Services Used Last 6 Months,Agoda,0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Airbnb,0.0,0.0,0,0.0,0
